prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,update_date_dt,create_date_dt
GEUY01,TSA,,PLN,Cenchrus americanus,PRJNA276050,SAMN03365743,cultivar: P310-17 and 7042S,"dev_stage: Seedlings,tissue_type: Seedlings",34012329,44979,0,No,2016-07-18T00:00:00Z,2016-07-18T00:00:00Z
GEUZ01,TSA,,PLN,Pinus lambertiana,PRJNA174450,"SAMN05256544,SAMN05256552,SAMN05271999,SAMN05272013,SAMN05272041,SAMN05272042,SAMN05272043,SAMN05272242,SAMN05272243,SAMN05282317,SAMN05282318,SAMN05282319,SAMN05282324,SAMN05282872,SAMN05282873",,,36738563,33112,0,No,2016-07-21T00:00:00Z,2016-07-21T00:00:00Z
GEVA01,TSA,,ROD,Phodopus campbelli,PRJNA306772,"SAMN05379423,SAMN05379424,SAMN05379425,SAMN05379426,SAMN05379427,SAMN05379428,SAMN05379429,SAMN05379430,SAMN05379431,SAMN05379432",,,32417591,12987,0,No,2017-01-04T00:00:00Z,2017-01-04T00:00:00Z
GEVB01,TSA,,ROD,Phodopus sungorus,PRJNA306772,"SAMN05379453,SAMN05379454,SAMN05379455,SAMN05379456,SAMN05379457,SAMN05379458,SAMN05379459,SAMN05379460,SAMN05379461,SAMN05379462",,,32833970,12845,0,No,2017-01-04T00:00:00Z,2017-01-04T00:00:00Z
GEVC01,TSA,,VRT,Trichomycterus areolatus,PRJNA326583,"SAMN05250367,SAMN05250368",,,96108737,64483,0,No,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z
GEVD01,TSA,,INV,Meccus pallidipennis,PRJNA323400,SAMN05178550,isolate: Tpallidipennis_1_IBT_Aracnarium,"host: Triatoma,tissue_type: Salivary Gland",65831546,65415,0,No,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GEVE01,TSA,,INV,Actinia tenebrosa,PRJNA295912,SAMN04093377,,"dev_stage: Adult,tissue_type: whole organism",79258934,98780,0,No,2016-07-21T00:00:00Z,2016-07-21T00:00:00Z
GEVF01,TSA,,VRT,Trachinotus blochii,PRJNA299457,"SAMN04208003,SAMN04208004,SAMN04208005,SAMN04208006",,,108630724,100487,0,No,2016-07-27T00:00:00Z,2016-07-27T00:00:00Z
GEVG01,TSA,,VRT,Basilichthys microlepidotus,PRJNA326687,"SAMN05290829,SAMN05290830,SAMN05290831,SAMN05290832,SAMN05290833,SAMN05290834,SAMN05290835,SAMN05290836,SAMN05290837,SAMN05290838,SAMN05290839",,,21027718,34321,0,No,2016-07-21T00:00:00Z,2016-07-21T00:00:00Z
GEVH01,TSA,,VRT,Salaria pavo,PRJNA329073,"SAMN05390582,SAMN05390595,SAMN05390596,SAMN05390597,SAMN05390598,SAMN05390599,SAMN05390600,SAMN05390602,SAMN05390603,SAMN05390604,SAMN05390605,SAMN05390606,SAMN05413109",,,435541390,577164,0,No,2017-09-01T00:00:00Z,2017-09-01T00:00:00Z
GEVI01,TSA,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335705,SAMN05335706,SAMN05335707,SAMN05335708,SAMN05335709,SAMN05335710",,,34574971,28885,24802,Yes,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
GEVJ01,TSA,,INV,Cochliomyia hominivorax,PRJNA324578,SAMN05213682,strain: J06,"dev_stage: adult,tissue_type: testes",2675766,4149,0,No,2016-12-02T00:00:00Z,2016-12-02T00:00:00Z
GEVK01,TSA,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335711,SAMN05335712,SAMN05335713,SAMN05335714,SAMN05335715,SAMN05335716",,,34855706,28655,24595,Yes,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
GEVL01,TSA,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335717,SAMN05335718,SAMN05335719,SAMN05335720,SAMN05335721,SAMN05335722",,,35143842,28744,24509,Yes,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
GEVM01,TSA,,PLN,Noccaea caerulescens,PRJNA327496,"SAMN05335723,SAMN05335724,SAMN05335725,SAMN05335726,SAMN05335727,SAMN05335728",,,35947104,28597,24468,Yes,2016-11-04T00:00:00Z,2016-11-04T00:00:00Z
GEVN01,TSA,,PLN,Veronica panormitana,PRJNA317437,SAMN04961624,isolate: HM44,"dev_stage: mature leaf from mature plant,tissue_type: leaf",30724979,41450,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVO01,TSA,,PLN,Veronica cymbalaria,PRJNA317437,SAMN04961626,isolate: HM46,"dev_stage: mature leaf from mature plant,tissue_type: leaf",35705848,46571,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVP01,TSA,,PLN,Veronica cymbalaria,PRJNA317437,SAMN04961627,isolate: HM25,"dev_stage: mature leaf from mature plant,tissue_type: leaf",49579731,73886,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVQ01,TSA,,PLN,Veronica hectorii subsp. coarctata,PRJNA317437,SAMN04961628,isolate: HM54,"dev_stage: mature leaf from mature plant,tissue_type: leaf",45979616,61949,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVR01,TSA,,PLN,Veronica ochracea,PRJNA317437,SAMN04961629,isolate: HM55,"dev_stage: mature leaf from mature plant,tissue_type: leaf",44611957,61751,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVS01,TSA,,PLN,Veronica planopetiolata,PRJNA317437,SAMN04961630,isolate: HM36,"dev_stage: mature leaf from mature plant,tissue_type: leaf",51502817,73820,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVT01,TSA,,PLN,Veronica catarractae,PRJNA317437,SAMN04961631,isolate: HM59,"dev_stage: mature leaf from mature plant,tissue_type: leaf",48782364,66669,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVU01,TSA,,PLN,Veronica trichadena,PRJNA317437,SAMN04961625,isolate: HM47,"dev_stage: mature leaf from mature plant,tissue_type: leaf",37453657,58986,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEVV02,TSA,,PLN,Candida africana,PRJNA327731,SAMN05356858,strain: CBS11016,"host: Homo sapiens,isolation_source: Vagina",10507121,8370,0,No,2016-11-15T00:00:00Z,2016-11-15T00:00:00Z
GEVW02,TSA,,PLN,Candida albicans,PRJNA327736,SAMN05356868,strain: GE1,"host: Homo sapiens,isolation_source: vagina",12270608,7442,0,No,2016-11-15T00:00:00Z,2016-11-15T00:00:00Z
GEVX01,TSA,,INV,Fasciola hepatica,PRJNA330752,"SAMEA857145,SAMN05383976",,,30208088,38506,0,No,2016-08-04T00:00:00Z,2016-08-04T00:00:00Z
GEVY01,TSA,,VRT,Menidia menidia,PRJNA330848,"SAMN05427525,SAMN05427526,SAMN05427527,SAMN05427528,SAMN05427529,SAMN05427530,SAMN05427531,SAMN05427532",,,53265951,20998,0,No,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
GEVZ01,TSA,,INV,Hydra vulgaris,PRJNA324754,SAMN05214267,isolate: 105,"isolation_source: massive culture,tissue_type: Whole polyp",56938410,55496,0,No,2016-10-04T00:00:00Z,2016-10-04T00:00:00Z
GEWA01,TSA,,INV,Paramoeba pemaquidensis,PRJNA194468,SAMN01992780,strain: CCAP 1560/4,,20539848,21787,0,No,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
GEWB01,TSA,,PLN,Costaria costata,PRJNA320141,SAMN05000106,,tissue_type: Blade,45752793,73484,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWC01,TSA,,PLN,Ecklonia radiata,PRJNA320141,SAMN05000107,,tissue_type: Blade,54001971,81763,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWD01,TSA,,PLN,Saccharina latissima,PRJNA320141,SAMN05000108,,tissue_type: Blade,48598697,80663,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWE01,TSA,,PLN,Laminaria digitata,PRJNA320141,SAMN05000109,,tissue_type: Blade,45306449,77404,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWF01,TSA,,PLN,Lessonia nigrescens,PRJNA320141,SAMN05000110,,tissue_type: Blade,60296293,89942,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWG01,TSA,,PLN,Chorda filum,PRJNA320141,SAMN05000111,,tissue_type: Blade,76001671,122584,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWH01,TSA,,PLN,Nereocystis luetkeana,PRJNA320141,SAMN05000112,,tissue_type: Blade,48301028,72221,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWI01,TSA,,PLN,Cymathaere triplicata,PRJNA320141,SAMN05000113,,tissue_type: Blade,46587191,79877,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWJ01,TSA,,PLN,Egregia menziesii,PRJNA320141,SAMN05000114,,tissue_type: Blade,78803962,116580,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWK01,TSA,,PLN,Pterygophora californica,PRJNA320141,SAMN05000115,,tissue_type: Blade,59113774,97708,0,No,2017-12-05T00:00:00Z,2017-12-05T00:00:00Z
GEWL01,TSA,,PLN,Pleurophycus gardneri,PRJNA320141,SAMN05000116,,tissue_type: Blade,62733526,99557,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWM01,TSA,,PLN,Lessonia variegata,PRJNA320141,SAMN05000117,,tissue_type: Blade,31227592,53046,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWN01,TSA,,PLN,Alaria esculenta,PRJNA320141,SAMN05000118,,tissue_type: Blade,53498990,81210,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWO01,TSA,,PLN,Agarum clathratum,PRJNA320141,SAMN05000119,,tissue_type: Blade,56604544,93771,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWP01,TSA,,PLN,Laminaria digitata,PRJNA320141,SAMN05000120,,tissue_type: Blade,68737614,113498,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWQ01,TSA,,PLN,Ecklonia arborea,PRJNA320141,SAMN05000121,,tissue_type: Blade,47970481,69713,0,No,2017-12-05T00:00:00Z,2016-12-06T00:00:00Z
GEWR01,TSA,,PLN,Ilex paraguariensis,PRJNA315513,"SAMN04579737,SAMN04579738,SAMN04579739,SAMN04579740,SAMN04579741,SAMN04579742",,,136745783,193693,0,No,2016-08-04T00:00:00Z,2016-08-04T00:00:00Z
GEWS01,TSA,,PLN,Helianthus niveus,PRJNA320343,SAMN04932649,cultivar: 1452,"dev_stage: flowering stage,tissue_type: leaf",116402570,86692,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEWT01,TSA,,PLN,Juniperus ashei,PRJNA336332,SAMN05514170,,tissue_type: leaves,2472570,1767,0,No,2016-08-29T00:00:00Z,2016-08-29T00:00:00Z
GEWU01,TSA,,PLN,Triticum aestivum,PRJNA328385,"SAMN05370169,SAMN05370171,SAMN05370173,SAMN05370175,SAMN05370177,SAMN05370179,SAMN05370181,SAMN05370183,SAMN05370185,SAMN05370187,SAMN05370189,SAMN05370191,SAMN05370193,SAMN05370195,SAMN05370197,SAMN05370199,SAMN05370201,SAMN05370203,SAMN05370205,SAMN05370207,SAMN05370209,SAMN05370211,SAMN05370213,SAMN05370215,SAMN05370217,SAMN05370219,SAMN05370221,SAMN05370223,SAMN05370225,SAMN05370227",,,311562948,374952,0,No,2017-10-06T00:00:00Z,2017-10-06T00:00:00Z
GEWV01,TSA,,PLN,Juniperus virginiana,PRJNA336332,SAMN05514173,,tissue_type: leaves,1597130,1146,0,No,2016-08-29T00:00:00Z,2016-08-29T00:00:00Z
GEWW01,TSA,,PLN,Juniperus monosperma,PRJNA336332,SAMN05514172,,tissue_type: leaves,2762420,1897,0,No,2016-08-29T00:00:00Z,2016-08-29T00:00:00Z
GEWX01,TSA,,PLN,Juniperus pinchotii,PRJNA336332,SAMN05514171,,tissue_type: leaves,2548940,1790,0,No,2016-08-30T00:00:00Z,2016-08-30T00:00:00Z
GEWY01,TSA,,INV,Reticulitermes flavipes,PRJNA336029,SAMN05473224,isolate: West Lafayette Indiana,"isolation_source: Whole gut tissue from worker termites\, West Lafayette\, IN,tissue_type: Whole Gut",16837395,31129,0,No,2016-09-13T00:00:00Z,2016-09-13T00:00:00Z
GEWZ01,TSA,,INV,Nephilengys cruentata,PRJNA330839,"SAMN05427312,SAMN05427313",,,31222292,22339,0,No,2016-09-13T00:00:00Z,2016-09-13T00:00:00Z
GEXA01,TSA,,VRT,Bothrops jararaca,PRJNA262899,"SAMN03092265,SAMN03092266,SAMN03092267,SAMN03092268,SAMN03092269,SAMN03092270",,,21242162,32144,0,No,2016-08-16T00:00:00Z,2016-08-16T00:00:00Z
GEXB01,TSA,,PLN,Rhodotorula toruloides,PRJNA301547,"SAMN04253449,SAMN04253450,SAMN05567572",,,43400608,28709,0,No,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
GEXC01,TSA,,INV,Acanthogorgia aspera,PRJNA316367,SAMN05335385,isolate: the coastal waters of Dongshan Bay,"isolation_source: temperature 30 degree\, 5 meter depth; reef,tissue_type: whole organism",25971755,44354,0,No,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
GEXD02,TSA,,PLN,Nepenthes khasiana,PRJNA296942,SAMN04112247,isolate: Jarain,"dev_stage: mature leaf,tissue_type: leaf",230534860,322321,0,No,2019-07-12T00:00:00Z,2019-07-12T00:00:00Z
GEXE01,TSA,,INV,Euprymna tasmanica,PRJNA337893,"SAMN05513544,SAMN05513545",,,73039107,102403,0,No,2017-09-15T00:00:00Z,2017-09-15T00:00:00Z
GEXF01,TSA,,INV,Sepioloidea lineolata,PRJNA337893,"SAMN05513530,SAMN05513531",,,71585051,116459,0,No,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
GEXG01,TSA,,INV,Octopus kaurna,PRJNA337893,"SAMN05513534,SAMN05513535",,,59855196,86314,0,No,2017-09-11T00:00:00Z,2017-09-11T00:00:00Z
GEXH01,TSA,,INV,Hapalochlaena maculosa,PRJNA337893,"SAMN05513536,SAMN05513537,SAMN05513538,SAMN05513539,SAMN05513540,SAMN05513541,SAMN05513542,SAMN05513543",,,185561668,196889,0,No,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
GEXI01,TSA,,INV,Scapharca broughtonii,PRJNA329570,SAMN05415051,breed: blood clam,"isolation_source: From a bivalve hatchery in Jiaonan\, Qingdao,tissue_type: Adductor muscle\, blood\, mantle\, digestive gland and gill tissues.",86839770,116264,0,No,2016-08-25T00:00:00Z,2016-08-25T00:00:00Z
GEXJ01,TSA,,PLN,Phragmites australis,PRJNA313473,SAMN04523619,,"dev_stage: vegetative stage,tissue_type: Leaf",82817195,138547,0,No,2016-10-12T00:00:00Z,2016-10-12T00:00:00Z
GEXK01,TSA,,VRT,Lutjanus erythropterus,PRJNA215019,SAMN02316404,isolate: GDOU1,tissue_type: eye,48051986,69925,0,No,2016-09-13T00:00:00Z,2016-09-13T00:00:00Z
GEXL01,TSA,,INV,Macrostomum lignano,PRJNA330918,"SAMN05601717,SAMN05601718,SAMN05601719,SAMN05601720,SAMN05601721,SAMN05601722,SAMN05601723",,,95313180,58775,0,No,2017-03-13T00:00:00Z,2016-12-15T00:00:00Z
GEXM01,TSA,,INV,Oxysternon conspicillatum,PRJNA339294,SAMN05589108,isolate: 1,"dev_stage: adult,isolation_source: pastureland next to an Andino forest,tissue_type: Fat body",32112038,27567,0,No,2016-09-13T00:00:00Z,2016-09-13T00:00:00Z
GEXN01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607795,,"dev_stage: adult,tissue_type: cerebellum",34433463,27072,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXO01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607796,,"dev_stage: adult,tissue_type: forebrain",104049710,60559,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXP01,TSA,,PLN,Coffea arabica,PRJNA339585,"SAMN05597854,SAMN05597855,SAMN05597935,SAMN05597936,SAMN05597937,SAMN05597938,SAMN05597939,SAMN05597941,SAMN05597942,SAMN05597943,SAMN05597944,SAMN05597945",,,52199383,65364,0,No,2016-09-28T00:00:00Z,2016-09-28T00:00:00Z
GEXQ01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607797,,"dev_stage: adult,tissue_type: cardiac muscle",69970382,36495,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXR01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607800,,"dev_stage: adult,tissue_type: stomach",133076295,62475,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXS01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607801,,"dev_stage: adult,tissue_type: lung",131414116,69448,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXT01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607802,,"dev_stage: adult,tissue_type: liver",110905254,58523,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXU01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607805,,"dev_stage: adult,tissue_type: ovary",102286288,50331,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXV01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607806,,"dev_stage: adult,tissue_type: lacrimal gland",74389675,40688,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXW01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607807,,"dev_stage: adult,tissue_type: thyroid",49326327,33128,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEXX01,TSA,,INV,Achipteria coleoptrata,PRJNA339058,"SAMN05579879,SAMN05579880,SAMN05579881,SAMN05579882,SAMN05579883,SAMN05579884",isolate: Ac_So1,"dev_stage: adult,isolation_source: pooled individuals from natural populations,tissue_type: pooled individuals",95221233,123336,0,No,2017-02-17T00:00:00Z,2017-02-17T00:00:00Z
GEXY01,TSA,,INV,Megaloprepus caerulatus,PRJNA336267,SAMN05507136,isolate: CrLSL17,"isolation_source: natural treehole,tissue_type: entire thorax",674030541,567572,0,No,2017-09-05T00:00:00Z,2017-09-05T00:00:00Z
GEXZ01,TSA,,VRT,Malaclemys terrapin terrapin,PRJNA339452,SAMN05607803,,"dev_stage: adult,tissue_type: kidney",93179298,50747,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEYA01,TSA,,PLN,Salix integra,PRJNA292482,SAMN03981854,cultivar: S. integra Weishanhu,"isolation_source: greenhouse,tissue_type: leaves\, stem and roots",56250641,79977,0,No,2016-09-14T00:00:00Z,2016-09-14T00:00:00Z
GEYB01,TSA,,INV,Hermannia gibba,PRJNA339058,SAMN05579880,isolate: Hg_GW1,"dev_stage: adult,isolation_source: pooled individuals from natural populations,tissue_type: pooled individuals",118670459,142723,0,No,2017-01-03T00:00:00Z,2017-01-03T00:00:00Z
GEYH01,TSA,,PLN,Cucurbita pepo,PRJNA339848,"SAMN01921698,SAMN01921699,SAMN01921700,SAMN05608084,SAMN05608085,SAMN05608086,SAMN05608087,SAMN05608088,SAMN05608089,SAMN05608090,SAMN05608091,SAMN05608092,SAMN05608093,SAMN05608094,SAMN05608095,SAMN05608096,SAMN05608097,SAMN05608098,SAMN05608099,SAMN05608100,SAMN05608101,SAMN05608102,SAMN05608103",,,91856098,63117,0,No,2016-09-13T00:00:00Z,2016-09-13T00:00:00Z
GEYI01,TSA,,PLN,Actinidia deliciosa,PRJNA339334,"SAMN05589884,SAMN05589885,SAMN05589886,SAMN05589887,SAMN05589888,SAMN05589889,SAMN05589890,SAMN05589891,SAMN05589892,SAMN05589893,SAMN05589894,SAMN05589895,SAMN05589896,SAMN05589897,SAMN05589898,SAMN05589899,SAMN05589900",,,64924648,68460,0,No,2017-10-03T00:00:00Z,2017-10-03T00:00:00Z
GEYJ01,TSA,,INV,Nothrus palustris,PRJNA339058,SAMN05579882,isolate: Np_GW1,"dev_stage: adult,isolation_source: pooled individuals from natural populations,tissue_type: pooled individuals",111644711,118984,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYN01,TSA,,INV,Plutella xylostella,PRJNA335320,SAMN05440352,isolate: lab strain,"dev_stage: Adult,host: Radish,tissue_type: multi",296186,201,185,Yes,2017-01-03T00:00:00Z,2017-01-03T00:00:00Z
GEYO01,TSA,,INV,Haliotis midae,PRJNA257776,"SAMN02978880,SAMN02978881,SAMN02978882,SAMN02978883",,,12056660,30876,0,No,2016-09-09T00:00:00Z,2016-09-09T00:00:00Z
GEYP01,TSA,,INV,Hypochthonius rufulus,PRJNA339058,SAMN05579881,isolate: Hr_GW1,"dev_stage: adult,isolation_source: pooled individuals from natural populations,tissue_type: pooled individuals",43750726,59116,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYQ01,TSA,,INV,Steganacarus magnus,PRJNA339058,SAMN05579884,isolate: Sm_GW1,"dev_stage: adult,isolation_source: single individual from natural population,tissue_type: single individual",75130891,73855,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYR01,TSA,,INV,Haliotis midae,PRJNA79815,"SAMN00117441,SAMN00117442,SAMN00117443",,,2105113,3200,0,No,2016-09-09T00:00:00Z,2016-09-09T00:00:00Z
GEYS01,TSA,,INV,Bactrocera dorsalis,PRJNA341478,"SAMN02397350,SAMN02404668,SAMN02596125",,,29292887,31767,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYT01,TSA,,PLN,Silene ammophila,PRJNA341271,SAMN05717976,isolate: Karpathos Island,tissue_type: rosette leaves,39911850,73954,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYU01,TSA,,PLN,Silene conoidea,PRJNA341271,SAMN05717971,isolate: KEW0002015,tissue_type: rosette leaves,56834365,90308,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYV01,TSA,,PLN,Silene grisebachii,PRJNA341271,SAMN05717978,isolate: Thasos,tissue_type: rosette leaves,118559280,163680,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYW01,TSA,,PLN,Silene subconica,PRJNA341271,SAMN05717980,isolate: Leptokaria,tissue_type: rosette leaves,42523314,73381,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYX01,TSA,,PLN,Silene undulata,PRJNA341271,SAMN05717981,isolate: West Seed Farm,tissue_type: rosette leaves,65767857,99244,0,No,2016-09-27T00:00:00Z,2016-09-27T00:00:00Z
GEYY01,TSA,,PLN,Duabanga grandiflora,PRJNA338899,SAMN05573645,,tissue_type: leaves,69643700,66459,0,No,2016-09-28T00:00:00Z,2016-09-19T00:00:00Z
GEYZ01,TSA,,INV,Platynothrus peltifer,PRJNA339058,SAMN05579883,isolate: Pp_So1,"dev_stage: adult,isolation_source: single individual from natural population,tissue_type: whole individual",47163109,85238,0,No,2016-09-20T00:00:00Z,2016-09-20T00:00:00Z
GEZA01,TSA,,PLN,Silene sartorii,PRJNA341271,SAMN05717979,isolate: Sounion,tissue_type: rosette leaves,112780965,161216,0,No,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GEZB01,TSA,,INV,Locusta migratoria,PRJNA327660,SAMN05355305,"breed: lab,isolate: whole body","host: Corn,tissue_type: whole body",20867166,21175,0,No,2017-08-03T00:00:00Z,2017-08-03T00:00:00Z
GEZC01,TSA,,PLN,Pisum sativum,PRJNA308776,"SAMN04412739,SAMN04412742,SAMN04412745,SAMN04412748,SAMN04412751,SAMN04412754,SAMN04412757,SAMN04412760",,,249318246,193995,0,No,2017-01-25T00:00:00Z,2017-01-25T00:00:00Z
GEZD01,TSA,,INV,Globodera ellingtonae,PRJNA308318,SAMN04393202,isolate: Ge_1,"dev_stage: second stage juveniles,host: Solanum tuberosum,isolation_source: soil,tissue_type: whole animal",18973431,26312,0,No,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GEZE01,TSA,,PLN,Trapa bispinosa,PRJNA338899,SAMN05573643,,tissue_type: leaves and roots,82253092,73284,0,No,2016-09-28T00:00:00Z,2016-09-19T00:00:00Z
GEZF01,TSA,,PLN,Sonneratia caseolaris,PRJNA308629,SAMN04404341,cultivar: wild,tissue_type: roots,37912522,47954,0,No,2016-09-28T00:00:00Z,2016-09-19T00:00:00Z
GEZG01,TSA,,PLN,Citrus sp. JT-2016,PRJNA323699,SAMN05384839,cultivar: mixed,"dev_stage: Developed organ,tissue_type: mixed",3054298,3032,0,No,2016-09-20T00:00:00Z,2016-09-20T00:00:00Z
GEZH01,TSA,,VRT,Leucoraja ocellata,PRJNA319888,"SAMN04910081,SAMN04910082",,,44302304,59888,0,No,2016-09-26T00:00:00Z,2016-09-26T00:00:00Z
GEZI01,TSA,,PLN,Cordyceps militaris,PRJNA342074,SAMN05375011,strain: 01,tissue_type: Fruiting bodies,39679847,31133,0,No,2018-07-02T00:00:00Z,2018-07-02T00:00:00Z
GEZJ01,TSA,,PLN,Agarophyton chilense,PRJNA306585,SAMN04376718,,"dev_stage: gametophytes female,tissue_type: Tale",21606125,12513,0,No,2016-09-13T00:00:00Z,2016-09-13T00:00:00Z
GEZK01,TSA,,INV,Bemisia tabaci,PRJNA338731,"SAMN05567564,SAMN05567565",,,114882103,236470,0,No,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z
GEZL01,TSA,,PLN,Ambrosia artemisiifolia,PRJNA335689,"SAMN05449063,SAMN05462132,SAMN05465218",,,132435591,218533,0,No,2016-11-02T00:00:00Z,2016-09-19T00:00:00Z
GEZM01,TSA,,INV,Photinus pyralis,PRJNA328865,"SAMN05382877,SAMN05382878,SAMN05382879,SAMN05382880,SAMN05382881,SAMN05382882,SAMN05382883,SAMN05382884,SAMN05382885,SAMN05382886,SAMN05382887,SAMN05382888,SAMN05382889,SAMN05382890,SAMN05382891,SAMN05382892,SAMN05382893,SAMN05382894",,,109590097,103207,47009,Yes,2017-05-24T00:00:00Z,2017-05-24T00:00:00Z
GEZN01,TSA,,PLN,Paulinella chromatophora,PRJNA311736,SAMN04488152,strain: CCAC0185,isolation_source: lab culture,46694608,60586,0,No,2016-10-26T00:00:00Z,2016-09-27T00:00:00Z
GEZO01,TSA,,INV,Spodoptera litura,PRJNA283976,SAMN03658569,breed: Cotton leafworm,"host: Brassica juncea leaf,tissue_type: midgut head",33090153,31239,0,No,2016-09-28T00:00:00Z,2016-09-28T00:00:00Z
GEZP01,TSA,,INV,Schistosoma japonicum,PRJNA343582,"SAMN05791012,SAMN05791013,SAMN05792289,SAMN05792298",strain: Anhui,,9865914,15824,0,No,2017-01-03T00:00:00Z,2017-01-03T00:00:00Z
GEZQ01,TSA,,PLN,Cosmos bipinnatus,PRJNA321371,"SAMN04966052,SAMN04966053",,,54028751,65486,0,No,2017-03-07T00:00:00Z,2017-03-07T00:00:00Z
GEZR01,TSA,,PLN,Boletopsis grisea,PRJNA342174,SAMN05736872,strain: Boletopsis grisae,"isolation_source: soil,tissue_type: fruiting body",16382382,9157,0,No,2017-04-04T00:00:00Z,2017-04-04T00:00:00Z
GEZS01,TSA,,ENV,insect gut metagenome,PRJNA325102,"SAMN05219314,SAMN05219438",,isolation_source: insect gut,2699562,1731,0,No,2017-03-29T00:00:00Z,2017-03-29T00:00:00Z
