,index,id,tax_id,species,family_name,order_name,source
591,591,GFVY00000000.1,325643,Clitarchus hookeri,Phasmatidae,Phasmatodea,TSA
592,592,GEXY00000000.1,263994,Megaloprepus caerulatus,Pseudostigmatidae,Odonata,TSA
593,593,IABS00000000.1,1202028,Crematogaster osakensis,Formicidae,Hymenoptera,TSA
594,594,GFUZ00000000.1,107775,Amphizoa insolens,Amphizoidae,Coleoptera,TSA
595,595,GETN00000000.1,72366,Scirpophaga incertulas,Crambidae,Lepidoptera,TSA
596,596,GFLW00000000.1,37627,Aphidius ervi,Braconidae,Hymenoptera,TSA
597,597,GEZB00000000.1,7004,Locusta migratoria,Acrididae,Orthoptera,TSA
598,598,GFUB00000000.1,29025,Podisus maculiventris,Pentatomidae,Hemiptera,TSA
599,599,GFSE00000000.1,420844,Gampsocleis gratiosa,Tettigoniidae,Orthoptera,TSA
600,600,IABT00000000.1,34676,Protophormia terraenovae,Calliphoridae,Diptera,TSA
601,601,GFPI00000000.1,447619,Epilachna varivestis,Coccinellidae,Coleoptera,TSA
602,602,GFQL00000000.1,252295,Carposina sasakii,Carposinidae,Lepidoptera,TSA
603,603,GFOX00000000.1,37000,Pyrrhocoris apterus,Pyrrhocoridae,Hemiptera,TSA
604,604,GFOP00000000.1,166420,Lepidotrigona ventralis,Apidae,Hymenoptera,TSA
605,605,GFOR00000000.1,174628,Bactrocera latifrons,Tephritidae,Diptera,TSA
606,606,GFOU00000000.1,47774,Zeugodacus cucumis,Tephritidae,Diptera,TSA
607,607,GETS00000000.1,229990,Locusta migratoria manilensis,Acrididae,Orthoptera,TSA
608,608,IACE00000000.1,655490,Diacamma sp. Okinawa-2006a,Formicidae,Hymenoptera,TSA
609,609,GFMO00000000.1,64459,Pieris rapae,Pieridae,Lepidoptera,TSA
610,610,GEZM00000000.1,7054,Photinus pyralis,Lampyridae,Coleoptera,TSA
611,611,GFOA00000000.1,1158211,Bactrocera bryoniae,Tephritidae,Diptera,TSA
612,612,GFNZ00000000.1,98807,Bactrocera musae,Tephritidae,Diptera,TSA
613,613,GFNX00000000.1,69615,Bactrocera frauenfeldi,Tephritidae,Diptera,TSA
614,614,GFNT00000000.1,1051279,Bactrocera kraussi,Tephritidae,Diptera,TSA
615,615,GFNY00000000.1,87116,Bactrocera jarvisi,Tephritidae,Diptera,TSA
616,616,GFNO00000000.1,67767,Lasius niger,Formicidae,Hymenoptera,TSA
617,617,GFNI00000000.1,1667272,Cricotopus draysoni,Chironomidae,Diptera,TSA
618,618,GFNF00000000.1,1667277,Cricotopus parbicinctus,Chironomidae,Diptera,TSA
619,619,GFNG00000000.1,1404319,Cricotopus albitarsis,Chironomidae,Diptera,TSA
620,620,GFMJ00000000.1,72491,Triatoma dimidiata,Reduviidae,Hemiptera,TSA
621,621,GFMK00000000.1,30077,Meccus pallidipennis,Reduviidae,Hemiptera,TSA
622,622,GFMC00000000.1,30076,Triatoma infestans,Reduviidae,Hemiptera,TSA
623,623,GFNA00000000.1,7159,Aedes aegypti,Culicidae,Diptera,TSA
624,624,GELV00000000.1,1826297,Micropterna lateralis,Limnephilidae,Trichoptera,TSA
625,625,GFME00000000.1,1735703,Megaphragma amalphitanum,Trichogrammatidae,Hymenoptera,TSA
626,626,GEHC00000000.1,7160,Aedes albopictus,Culicidae,Diptera,TSA
627,627,GFCP00000000.1,860918,Ampulex compressa,Ampulicidae,Hymenoptera,TSA
628,628,GFCQ00000000.1,6978,Periplaneta americana,Blattidae,Blattodea,TSA
629,629,GCPB00000000.1,84505,Megastigmus spermotrophus,Megastigmidae,Hymenoptera,TSA
630,630,GENK00000000.1,271217,Mythimna separata,Noctuidae,Lepidoptera,TSA
631,631,GEGV00000000.1,51655,Plutella xylostella,Plutellidae,Lepidoptera,TSA
632,632,GERG00000000.1,1737349,Ptyssoptera sp. AB-2015,Palaephatidae,Lepidoptera,TSA
633,633,GDJO00000000.1,32391,Cotesia glomerata,Braconidae,Hymenoptera,TSA
634,634,GBOS00000000.1,161191,Dendrocerus carpenteri,Megaspilidae,Hymenoptera,TSA
635,635,GBXA00000000.1,212606,Parnopes grandior,Chrysididae,Hymenoptera,TSA
636,636,GBWZ00000000.1,1308328,Pergagrapta polita,Pergidae,Hymenoptera,TSA
637,637,GBWS00000000.1,1507102,Aulacus burquei,Aulacidae,Hymenoptera,TSA
638,638,GBWR00000000.1,743375,Polistes dominula,Vespidae,Hymenoptera,TSA
639,639,GBWQ00000000.1,1507351,Monosapyga clavicornis,Sapygidae,Hymenoptera,TSA
640,640,GBWV00000000.1,549116,Stelis punctulatissima,Megachilidae,Hymenoptera,TSA
641,641,GBWP00000000.1,1507150,Pseudapis diversipes,Halictidae,Hymenoptera,TSA
642,642,GBWN00000000.1,330862,Tiphia femorata,Tiphiidae,Hymenoptera,TSA
643,643,GBWM00000000.1,759920,Diaeretus essigellae,Braconidae,Hymenoptera,TSA
644,644,GBWU00000000.1,244401,Pediaspis aceris,Cynipidae,Hymenoptera,TSA
645,645,GBWJ00000000.1,871386,Xiphydria camelus,Xiphydriidae,Hymenoptera,TSA
646,646,GBWF00000000.1,178073,Systropha curvicornis,Halictidae,Hymenoptera,TSA
647,647,GBWE00000000.1,509842,Pompilus cinereus,Pompilidae,Hymenoptera,TSA
648,648,GBVU00000000.1,44352,Pelecinus polyturator,Pelecinidae,Hymenoptera,TSA
649,649,GBVT00000000.1,1507352,Netelia testacea,Ichneumonidae,Hymenoptera,TSA
650,650,GBWC00000000.1,1217928,Ichneumon albiger,Ichneumonidae,Hymenoptera,TSA
651,651,GBWA00000000.1,331713,Synergus umbraculus,Cynipidae,Hymenoptera,TSA
652,652,GBVP00000000.1,1506901,Nomioides sp. AD-2014,Halictidae,Hymenoptera,TSA
653,653,GBVO00000000.1,1507101,Ampulex fasciata,Ampulicidae,Hymenoptera,TSA
654,654,GBVM00000000.1,1507140,Ibalia leucospoides ensiger,Ibaliidae,Hymenoptera,TSA
655,655,GBVL00000000.1,1507157,Passaloecus eremita,Crabronidae,Hymenoptera,TSA
656,656,GBVK00000000.1,465489,Melitta haemorrhoidalis,Melittidae,Hymenoptera,TSA
657,657,GBVJ00000000.1,599570,Eucera nigriceps,Apidae,Hymenoptera,TSA
658,658,GBVI00000000.1,1001278,Cephus spinipes,Cephidae,Hymenoptera,TSA
659,659,GBVH00000000.1,1247479,Xyela alpigena,Xyelidae,Hymenoptera,TSA
660,660,GBVG00000000.1,1115612,Gasteruption tournieri,Gasteruptiidae,Hymenoptera,TSA
661,661,GBVF00000000.1,1141352,Blasticotoma filiceti,Blasticotomidae,Hymenoptera,TSA
662,662,GBVE00000000.1,78482,Aphidius colemani,Braconidae,Hymenoptera,TSA
663,663,GBVD00000000.1,1506737,Ceraphron sp. AD-2014,Ceraphronidae,Hymenoptera,TSA
664,664,GBVB00000000.1,1506736,Inostemma sp. AD-2014,Platygastridae,Hymenoptera,TSA
665,665,GBUY00000000.1,422171,Aleiodes testaceus,Braconidae,Hymenoptera,TSA
666,666,GBUQ00000000.1,1507179,Trichopria drosophilae,Diapriidae,Hymenoptera,TSA
667,667,GBUP00000000.1,935254,Trissolcus semistriatus,Scelionidae,Hymenoptera,TSA
668,668,GBUO00000000.1,52634,Diprion pini,Diprionidae,Hymenoptera,TSA
669,669,GBUN00000000.1,1507125,Cleptes nitidulus,Chrysididae,Hymenoptera,TSA
670,670,GBUM00000000.1,135666,Xylocopa violacea,Apidae,Hymenoptera,TSA
671,671,GBUK00000000.1,185587,Osmia cornuta,Megachilidae,Hymenoptera,TSA
672,672,GBUJ00000000.1,420711,Colletes cunicularius,Colletidae,Hymenoptera,TSA
673,673,GBQM00000000.1,330854,Colpa sexmaculata,Scoliidae,Hymenoptera,TSA
674,674,GBQP00000000.1,115107,Halictus quadricinctus,Halictidae,Hymenoptera,TSA
675,675,GBQL00000000.1,1507133,Episyron rufipes,Pompilidae,Hymenoptera,TSA
676,676,GBQN00000000.1,481575,Megachile willughbiella,Megachilidae,Hymenoptera,TSA
677,677,GBQK00000000.1,549062,Heriades truncorum,Megachilidae,Hymenoptera,TSA
678,678,GBQG00000000.1,222801,Megalodontes cephalotes,Megalodontesidae,Hymenoptera,TSA
679,679,GBQF00000000.1,30200,Bombus rupestris,Apidae,Hymenoptera,TSA
680,680,GBQE00000000.1,1301242,Cephalonomia tarsalis,Bethylidae,Hymenoptera,TSA
681,681,GBQJ00000000.1,330855,Scolia hirta,Scoliidae,Hymenoptera,TSA
682,682,GBQA00000000.1,338023,Torymus bedeguaris,Torymidae,Hymenoptera,TSA
683,683,GBPZ00000000.1,1507126,Coelioxys conoidea,Megachilidae,Hymenoptera,TSA
684,684,GBPW00000000.1,601124,Epeolus variegatus,Apidae,Hymenoptera,TSA
685,685,GBPN00000000.1,549056,Chelostoma florisomne,Megachilidae,Hymenoptera,TSA
686,686,GBPE00000000.1,260305,Hyposoter didymator,Ichneumonidae,Hymenoptera,TSA
687,687,GBOU00000000.1,1506740,Liris sp. AD-2014,Crabronidae,Hymenoptera,TSA
688,688,GBOR00000000.1,495672,Syrphophilus tricinctorius,Ichneumonidae,Hymenoptera,TSA
689,689,GBOQ00000000.1,50628,Dasymutilla gloriosa,Mutillidae,Hymenoptera,TSA
690,690,GBNW00000000.1,1507164,Pseudoscolia sinaitica,Crabronidae,Hymenoptera,TSA
691,691,GBOE00000000.1,1507110,Chlorion hirtum,Sphecidae,Hymenoptera,TSA
692,692,GBOC00000000.1,1507155,Palarus histrio,Crabronidae,Hymenoptera,TSA
693,693,GBNO00000000.1,1507129,Dolichurus corniculus,Ampulicidae,Hymenoptera,TSA
694,694,GBOL00000000.1,1507124,Cimbex rubida,Cimbicidae,Hymenoptera,TSA
695,695,GBNJ00000000.1,1507360,Pseudogonalos hahnii,Trigonalidae,Hymenoptera,TSA
696,696,GBNT00000000.1,860918,Ampulex compressa,Ampulicidae,Hymenoptera,TSA
697,697,GBTU00000000.1,266183,Orasema simulatrix,Eucharitidae,Hymenoptera,TSA
698,698,GBTF00000000.1,58731,Dacnusa sibirica,Braconidae,Hymenoptera,TSA
699,699,GBTY00000000.1,1507343,Dufourea dentiventris,Halictidae,Hymenoptera,TSA
700,700,GBTZ00000000.1,1507149,Methocha articulata,Thynnidae,Hymenoptera,TSA
701,701,GBWX00000000.1,1507131,Elampus spina,Chrysididae,Hymenoptera,TSA
702,702,GBWY00000000.1,1507361,Sapyga quinquepunctata,Sapygidae,Hymenoptera,TSA
703,703,GBQV00000000.1,1506739,Eucera sp. 'Tetraloniella' AD-2014,Apidae,Hymenoptera,TSA
704,704,GBNP00000000.1,1507135,Euglossa dilemma,Apidae,Hymenoptera,TSA
705,705,GBNY00000000.1,75158,Andricus quercuscalicis,Cynipidae,Hymenoptera,TSA
706,706,GBQS00000000.1,7445,Vespa crabro,Vespidae,Hymenoptera,TSA
707,707,GBQU00000000.1,1506738,Nitela sp. AD-2014,Crabronidae,Hymenoptera,TSA
708,708,GBTM00000000.1,478167,Anthophora plumipes,Apidae,Hymenoptera,TSA
709,709,GBTL00000000.1,148810,Tetragonula carbonaria,Apidae,Hymenoptera,TSA
710,710,GBTP00000000.1,1385220,Aproceros leucopoda,Argidae,Hymenoptera,TSA
711,711,GBTQ00000000.1,1507143,Lestica clypeata,Crabronidae,Hymenoptera,TSA
712,712,GBTS00000000.1,1384944,Orussus unicolor,Orussidae,Hymenoptera,TSA
713,713,GBPQ00000000.1,1507363,Sapygina decemguttata,Sapygidae,Hymenoptera,TSA
714,714,GBPS00000000.1,1411673,Hylaeus variegatus,Colletidae,Hymenoptera,TSA
715,715,GBPU00000000.1,1281814,Ceratina chalybea,Apidae,Hymenoptera,TSA
716,716,GBOJ00000000.1,473950,Anthidium manicatum,Megachilidae,Hymenoptera,TSA
717,717,GBPV00000000.1,1507103,Auplopus albifrons,Pompilidae,Hymenoptera,TSA
718,718,GBOK00000000.1,1507148,Meria tripunctata,Thynnidae,Hymenoptera,TSA
719,719,GBNQ00000000.1,1507365,Smicromyrme rufipes,Mutillidae,Hymenoptera,TSA
720,720,GBNX00000000.1,465486,Macropis fulvipes,Melittidae,Hymenoptera,TSA
721,721,GBNZ00000000.1,1506934,Heterodontonyx sp. AD-2014,Pompilidae,Hymenoptera,TSA
722,722,GBON00000000.1,1507130,Dryudella pinguis,Crabronidae,Hymenoptera,TSA
723,723,GBNC00000000.1,1506743,Telenomus sp. AD-2014,Scelionidae,Hymenoptera,TSA
724,724,GBPP00000000.1,1507128,Dioxys cincta,Megachilidae,Hymenoptera,TSA
725,725,GBPT00000000.1,1040548,Lasioglossum xanthopus,Halictidae,Hymenoptera,TSA
726,726,GBNG00000000.1,30212,Vespula germanica,Vespidae,Hymenoptera,TSA
727,727,GBNI00000000.1,599493,Eucera malvae,Apidae,Hymenoptera,TSA
728,728,GBPG00000000.1,481580,Eucera nigrescens,Apidae,Hymenoptera,TSA
729,729,GBOH00000000.1,1507146,Masaris aegyptiacus aegyptiacus,Vespidae,Hymenoptera,TSA
730,730,GBMY00000000.1,1506741,Netelia sp. AD-2014,Ichneumonidae,Hymenoptera,TSA
731,731,GBPI00000000.1,1507180,Urocerus augur,Siricidae,Hymenoptera,TSA
732,732,GBPJ00000000.1,494771,Heteropelma amictum,Ichneumonidae,Hymenoptera,TSA
733,733,GBPM00000000.1,495388,Pimpla flavicoxis,Ichneumonidae,Hymenoptera,TSA
734,734,GBND00000000.1,1419289,Buathra laborator,Ichneumonidae,Hymenoptera,TSA
735,735,GBPO00000000.1,1507161,Pison atrum,Crabronidae,Hymenoptera,TSA
736,736,GBOA00000000.1,1507170,Spilomena beata,Crabronidae,Hymenoptera,TSA
737,737,GBMT00000000.1,1088610,Ammophila sabulosa,Sphecidae,Hymenoptera,TSA
738,738,GBMS00000000.1,315848,Brachygaster minutus,Evaniidae,Hymenoptera,TSA
739,739,GBMX00000000.1,600854,Ammobates syriacus,Apidae,Hymenoptera,TSA
740,740,GBMU00000000.1,1115617,Stephanus serrator,Stephanidae,Hymenoptera,TSA
741,741,GBOG00000000.1,36765,Sirex noctilio,Siricidae,Hymenoptera,TSA
742,742,GBMW00000000.1,1507156,Parischnogaster nigricans,Vespidae,Hymenoptera,TSA
743,743,GBOI00000000.1,1507107,Camptopoeum sacrum,Andrenidae,Hymenoptera,TSA
744,744,GBPH00000000.1,1384767,Arge berberidis,Argidae,Hymenoptera,TSA
745,745,GBNB00000000.1,1507175,Stizus continuus,Crabronidae,Hymenoptera,TSA
746,746,GBLV00000000.1,1506746,Chyphotes sp. AD-2014,Chyphotidae,Hymenoptera,TSA
747,747,GBLX00000000.1,1507178,Tremex magus,Siricidae,Hymenoptera,TSA
748,748,GBME00000000.1,465464,Panurgus dentipes,Andrenidae,Hymenoptera,TSA
749,749,GBMG00000000.1,1507136,Eumenes papillarius,Vespidae,Hymenoptera,TSA
750,750,GBLY00000000.1,1507134,Eucera plumigera,Apidae,Hymenoptera,TSA
751,751,GBLZ00000000.1,599168,Eucera syriaca,Apidae,Hymenoptera,TSA
752,752,GBWD00000000.1,1507144,Macrocentrus marginator,Braconidae,Hymenoptera,TSA
753,753,GBQB00000000.1,362087,Euura ribesii,Tenthredinidae,Hymenoptera,TSA
754,754,GBLR00000000.1,600244,Thyreus orbatus,Apidae,Hymenoptera,TSA
755,755,GBMJ00000000.1,549088,Lithurgus chrysurus,Megachilidae,Hymenoptera,TSA
756,756,GBMP00000000.1,288372,Dasypoda hirtipes,Melittidae,Hymenoptera,TSA
757,757,GBKM00000000.1,1384720,Acantholyda hieroglyphica,Pamphiliidae,Hymenoptera,TSA
758,758,GCVB00000000.1,1585288,Brachyserphus parvulus,Proctotrupidae,Hymenoptera,TSA
759,759,GBOY00000000.1,1507147,Mellinus arvensis,Crabronidae,Hymenoptera,TSA
760,760,GCRH00000000.1,1585302,Plumarius gradifrons,Plumariidae,Hymenoptera,TSA
761,761,GBLP00000000.1,108727,Diglyphus isaea,Eulophidae,Hymenoptera,TSA
762,762,GBLL00000000.1,161191,Dendrocerus carpenteri,Megaspilidae,Hymenoptera,TSA
763,763,GBLE00000000.1,1507105,Brachymeria minuta,Chalcididae,Hymenoptera,TSA
764,764,GBLB00000000.1,1116887,Astata minor,Crabronidae,Hymenoptera,TSA
765,765,GBLA00000000.1,601640,Nomada lathburiana,Apidae,Hymenoptera,TSA
766,766,GBKZ00000000.1,1126394,Sphecodes albilabris,Halictidae,Hymenoptera,TSA
767,767,GBLF00000000.1,124134,Andrena vaga,Andrenidae,Hymenoptera,TSA
768,768,GEOV00000000.1,30243,Tegeticula yuccasella,Prodoxidae,Lepidoptera,TSA
769,769,GEOU00000000.1,1737348,Tischeria quercitella,Tischeriidae,Lepidoptera,TSA
770,770,GEOR00000000.1,93883,Tineola bisselliella,Tineidae,Lepidoptera,TSA
771,771,GEOQ00000000.1,93886,Thyridopteryx ephemeraeformis,Psychidae,Lepidoptera,TSA
772,772,GEOP00000000.1,1737347,Palaephatus nielseni,Palaephatidae,Lepidoptera,TSA
773,773,GEON00000000.1,1178138,Palaephatus luteolus,Palaephatidae,Lepidoptera,TSA
774,774,GEOO00000000.1,1407613,Phymatopus californicus,Hepialidae,Lepidoptera,TSA
775,775,GEOM00000000.1,1470539,Metaphatus ochraceus,Palaephatidae,Lepidoptera,TSA
776,776,GEOL00000000.1,1470539,Metaphatus ochraceus,Palaephatidae,Lepidoptera,TSA
777,777,GEOT00000000.1,98984,Pseudopostega quadristrigella,Opostegidae,Lepidoptera,TSA
778,778,GBWI00000000.1,280486,Philanthus triangulum,Crabronidae,Hymenoptera,TSA
779,779,GBWO00000000.1,1124897,Trypoxylon figulus,Crabronidae,Hymenoptera,TSA
780,780,GBWH00000000.1,1126388,Crossocerus quadrimaculatus,Crabronidae,Hymenoptera,TSA
781,781,GBWG00000000.1,1507127,Crabro peltarius,Crabronidae,Hymenoptera,TSA
782,782,GBQI00000000.1,330847,Prionyx kirbii,Sphecidae,Hymenoptera,TSA
783,783,GBQO00000000.1,1507174,Stizoides tridentatus,Crabronidae,Hymenoptera,TSA
784,784,GBQH00000000.1,1507158,Pemphredon lugens,Crabronidae,Hymenoptera,TSA
785,785,GBQD00000000.1,1507169,Sphex funerarius,Sphecidae,Hymenoptera,TSA
786,786,GBPX00000000.1,1088627,Podalonia hirsuta,Sphecidae,Hymenoptera,TSA
787,787,GBPY00000000.1,288402,Isodontia mexicana,Sphecidae,Hymenoptera,TSA
788,788,GBOB00000000.1,420963,Sphecius convallis,Crabronidae,Hymenoptera,TSA
789,789,GBLU00000000.1,1507154,Oxybelus bipunctatus,Crabronidae,Hymenoptera,TSA
790,790,GBMA00000000.1,1294192,Diodontus minutus,Crabronidae,Hymenoptera,TSA
791,791,GBLS00000000.1,1507342,Dinetus pictus,Crabronidae,Hymenoptera,TSA
792,792,GBNF00000000.1,1507137,Harpactus elegans,Crabronidae,Hymenoptera,TSA
793,793,GBNN00000000.1,1507151,Nysson niger,Crabronidae,Hymenoptera,TSA
794,794,GBPR00000000.1,1507176,Tachysphex fulvitarsis,Crabronidae,Hymenoptera,TSA
795,795,GBNL00000000.1,1507168,Sceliphron curvatum,Sphecidae,Hymenoptera,TSA
796,796,GBNR00000000.1,1126390,Gorytes laticinctus,Crabronidae,Hymenoptera,TSA
797,797,GBNH00000000.1,1507163,Psenulus fuscipennis,Crabronidae,Hymenoptera,TSA
798,798,GBNS00000000.1,1507109,Cerceris arenaria,Crabronidae,Hymenoptera,TSA
799,799,GBOM00000000.1,411700,Chalybion californicum,Sphecidae,Hymenoptera,TSA
800,800,GBQR00000000.1,1507104,Bembix rostrata,Crabronidae,Hymenoptera,TSA
801,801,GBUA00000000.1,1507100,Alysson spinosus,Crabronidae,Hymenoptera,TSA
802,802,GFDL00000000.1,7177,Culex tarsalis,Culicidae,Diptera,TSA
803,803,GEZZ00000000.1,7421,Diadromus collaris,Ichneumonidae,Hymenoptera,TSA
804,804,GEEM00000000.1,7111,Trichoplusia ni,Noctuidae,Lepidoptera,TSA
805,805,GFDG00000000.1,7368,Haematobia irritans,Muscidae,Diptera,TSA
806,806,GFDF00000000.1,330878,Nyssomyia neivai,Psychodidae,Diptera,TSA
807,807,GFCY00000000.1,7091,Bombyx mori,Bombycidae,Lepidoptera,TSA
808,808,GFCX00000000.1,7119,Antheraea pernyi,Saturniidae,Lepidoptera,TSA
809,809,GECK00000000.1,13249,Rhodnius prolixus,Reduviidae,Hemiptera,TSA
810,810,GFAF00000000.1,217443,Cotesia vestalis,Braconidae,Hymenoptera,TSA
811,811,GEMJ00000000.1,1842465,Rhipidia sejuga,Limoniidae,Diptera,TSA
812,812,GEMI00000000.1,1842463,Pedicia vetusta,Pediciidae,Diptera,TSA
813,813,GEMK00000000.1,1842493,Liogma simplicicornis,Cylindrotomidae,Diptera,TSA
814,814,GEYN00000000.1,51655,Plutella xylostella,Plutellidae,Lepidoptera,TSA
815,815,GFBA00000000.1,1903630,Tupiocoris notatus,Miridae,Hemiptera,TSA
816,816,GFBH00000000.1,1206364,Eogystia hippophaecolus,Cossidae,Lepidoptera,TSA
817,817,GFBD00000000.1,213863,Camponotus fellah,Formicidae,Hymenoptera,TSA
818,818,GEZK00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
819,819,GDIM00000000.1,35570,Stomoxys calcitrans,Muscidae,Diptera,TSA
820,820,GARP00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
821,821,GBDZ00000000.1,229990,Locusta migratoria manilensis,Acrididae,Orthoptera,TSA
822,822,GBGB00000000.1,82742,Orius laevigatus,Anthocoridae,Hemiptera,TSA
823,823,GBBY00000000.1,69820,Spodoptera litura,Noctuidae,Lepidoptera,TSA
824,824,GAIZ00000000.1,7000,Gryllus firmus,Gryllidae,Orthoptera,TSA
825,825,GAWG00000000.1,7024,Extatosoma tiaratum,Phasmatidae,Phasmatodea,TSA
826,826,GAWF00000000.1,202427,Sipyloidea sipylus,Lonchodidae,Phasmatodea,TSA
827,827,GAWE00000000.1,1390046,Ramulus artemis,Phasmatidae,Phasmatodea,TSA
828,828,GAWD00000000.1,614211,Medauroidea extradentata,Phasmatidae,Phasmatodea,TSA
829,829,GAWC00000000.1,173775,Aretaon asperrimus,Heteropterygidae,Phasmatodea,TSA
830,830,GAHY00000000.1,13249,Rhodnius prolixus,Reduviidae,Hemiptera,TSA
831,831,GFCT00000000.1,271217,Mythimna separata,Noctuidae,Lepidoptera,TSA
832,832,GFCJ00000000.1,481309,Loxostege sticticalis,Crambidae,Lepidoptera,TSA
833,833,IABQ00000000.1,1453163,Trypoxylus dichotomus tunobosonis,Scarabaeidae,Coleoptera,TSA
834,834,GEBL00000000.1,7102,Heliothis virescens,Noctuidae,Lepidoptera,TSA
835,835,GEVJ00000000.1,115425,Cochliomyia hominivorax,Calliphoridae,Diptera,TSA
836,836,GBZB00000000.1,208016,Thaumetopoea pityocampa,Notodontidae,Lepidoptera,TSA
837,837,GEOJ00000000.1,753361,Lophocorona astiptica,Lophocoronidae,Lepidoptera,TSA
838,838,GEOG00000000.1,41195,Heterobathmia pseuderiocrania,Heterobathmiidae,Lepidoptera,TSA
839,839,GENS00000000.1,1737349,Ptyssoptera sp. AB-2015,Palaephatidae,Lepidoptera,TSA
840,840,GENX00000000.1,41190,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,TSA
841,841,GEOB00000000.1,753278,Azaleodes micronipha,Palaephatidae,Lepidoptera,TSA
842,842,GEOE00000000.1,1178096,Enteucha acetosae,Nepticulidae,Lepidoptera,TSA
843,843,GENZ00000000.1,41190,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,TSA
844,844,GENY00000000.1,41190,Agathiphaga queenslandensis,Agathiphagidae,Lepidoptera,TSA
845,845,GENO00000000.1,1737348,Tischeria quercitella,Tischeriidae,Lepidoptera,TSA
846,846,GENJ00000000.1,1407613,Phymatopus californicus,Hepialidae,Lepidoptera,TSA
847,847,GENI00000000.1,1178138,Palaephatus luteolus,Palaephatidae,Lepidoptera,TSA
848,848,GENR00000000.1,1178035,Eudarcia simulatricella,Meessiidae,Lepidoptera,TSA
849,849,GENH00000000.1,1666527,Dryadaula visaliella,Dryadaulidae,Lepidoptera,TSA
850,850,GEOA00000000.1,753268,Andesiana lamellata,Andesianidae,Lepidoptera,TSA
851,851,GEOD00000000.1,1666527,Dryadaula visaliella,Dryadaulidae,Lepidoptera,TSA
852,852,GENP00000000.1,753143,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,TSA
853,853,GENN00000000.1,93883,Tineola bisselliella,Tineidae,Lepidoptera,TSA
854,854,GENM00000000.1,93886,Thyridopteryx ephemeraeformis,Psychidae,Lepidoptera,TSA
855,855,GEOF00000000.1,1178035,Eudarcia simulatricella,Meessiidae,Lepidoptera,TSA
856,856,GEOC00000000.1,41182,Dyseriocrania griseocapitella,Eriocraniidae,Lepidoptera,TSA
857,857,GENT00000000.1,753143,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,TSA
858,858,GENU00000000.1,753143,Acanthopteroctetes unifascia,Acanthopteroctetidae,Lepidoptera,TSA
859,859,GEOS00000000.1,753379,Neopseustis meyricki,Neopseustidae,Lepidoptera,TSA
860,860,GEOK00000000.1,1470539,Metaphatus ochraceus,Palaephatidae,Lepidoptera,TSA
861,861,GEVD00000000.1,30077,Meccus pallidipennis,Reduviidae,Hemiptera,TSA
862,862,GEZY00000000.1,7048,Sitophilus oryzae,Curculionidae,Coleoptera,TSA
863,863,GDQN00000000.1,13191,Pectinophora gossypiella,Gelechiidae,Lepidoptera,TSA
864,864,GEZO00000000.1,69820,Spodoptera litura,Noctuidae,Lepidoptera,TSA
865,865,GEYS00000000.1,27457,Bactrocera dorsalis,Tephritidae,Diptera,TSA
866,866,GEXM00000000.1,206906,Oxysternon conspicillatum,Scarabaeidae,Coleoptera,TSA
867,867,GEWY00000000.1,36989,Reticulitermes flavipes,Rhinotermitidae,Blattodea,TSA
868,868,GBRX00000000.1,67801,Glossina palpalis gambiensis,Glossinidae,Diptera,TSA
869,869,GEBQ00000000.1,36148,Graphocephala atropunctata,Cicadellidae,Hemiptera,TSA
870,870,GECU00000000.1,320908,Homalodisca liturata,Cicadellidae,Hemiptera,TSA
871,871,GECZ00000000.1,1464854,Cuerna arida,Cicadellidae,Hemiptera,TSA
872,872,GEDC00000000.1,38151,Clastoptera arizonana,Clastopteridae,Hemiptera,TSA
873,873,GELG00000000.1,58733,Diachasmimorpha longicaudata,Braconidae,Hymenoptera,TSA
874,874,GEUD00000000.1,64391,Callosobruchus maculatus,Chrysomelidae,Coleoptera,TSA
875,875,GEUH00000000.1,64391,Callosobruchus maculatus,Chrysomelidae,Coleoptera,TSA
876,876,GEUE00000000.1,64391,Callosobruchus maculatus,Chrysomelidae,Coleoptera,TSA
877,877,GEUF00000000.1,64391,Callosobruchus maculatus,Chrysomelidae,Coleoptera,TSA
878,878,GETI00000000.1,7130,Manduca sexta,Sphingidae,Lepidoptera,TSA
879,879,GDIO00000000.1,229990,Locusta migratoria manilensis,Acrididae,Orthoptera,TSA
880,880,GETQ00000000.1,28610,Rhagoletis pomonella,Tephritidae,Diptera,TSA
881,881,GDVG00000000.1,325643,Clitarchus hookeri,Phasmatidae,Phasmatodea,TSA
882,882,GEOW00000000.1,7054,Photinus pyralis,Lampyridae,Coleoptera,TSA
883,883,GESP00000000.1,7108,Spodoptera frugiperda,Noctuidae,Lepidoptera,TSA
884,884,GDKW00000000.1,72488,Rhodnius neglectus,Reduviidae,Hemiptera,TSA
885,885,GCZW00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
886,886,GBFE00000000.1,7004,Locusta migratoria,Acrididae,Orthoptera,TSA
